index,skill_resource_name,RUID,source,known_era_version_date,chronology_confidence,style_priority,effect_family,visual_density,screen_occupancy,color_structure,hit_treatment,trail_treatment,fragment_treatment,animation_rhythm,icon_usefulness,preview_status,notes,zip_member,sha256,local_copy
101,animationclip-1040706,7e11c40b5fcf4d688c40b539b71350a3,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #AC9CDF; dark 1%/mid 23%/bright 76%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 14개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: HEXA 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0101_animationclip-1040706/preview.png,52e310c82d2bc090a32a5ee22db9c5b97ae5a744ade3d4d1a9322e21e8fa0c05,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_101.png
102,단단한 밑동,8061aa7a332b4e7ba783b3cd582ebb4b,프로젝트 보존 원본/반입 프레임,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,HIGH_PROJECT_ONLY,LEGACY_REFERENCE,icon,high,small,대표색 #9A7948; dark 35%/mid 24%/bright 40%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_dark_stump:단단한 밑동:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0102_단단한_밑동/preview.png,d923b2166a3ce1a906a3a73aa380dde6493b49d13857fcdae588d11a844a1bc7,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_102.png
103,킹크랑,8394705c13394b78a8b9a38e1313cb22,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #F0FBFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 3개; 실제 지연값 미확보,보조,확보,s_mon_king_clang:왕게의 집게 파도:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0103_킹크랑/preview.png,3d59e4f0fb0dd906cda23dd0a7ff4e7a780e11cd45dd45a5af16f67ec493eea0,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_103.png
104,animationclip-1043227,86734a2715504c10b1e50ae810609e25,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,impact/explosion,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 14개; 실제 지연값 미확보,보조,확보,s_mon_blue_snail:푸른 껍질:layer_ruids; s_mon_mushmom:머쉬맘의 포자 충격:layer_ruids; s_mon_stone:암석 피부:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0104_animationclip-1043227/preview.png,fd39a57d60f809cce3d87467d5c4462ca7cd60fbaa8f2c1240b56543d3625ab8,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_104.png
105,animationclip-663441,86c80043cbfa4a17ae2df502318f96e8,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 6개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: HEXA 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0105_animationclip-663441/preview.png,27b9187360e4ecd07f7d927bad91986c4ef0e1f87003e72c213dd7bdaf114d84,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_105.png
106,시그너스,875053c636494f6d807b803dd95bc3eb,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 7개; 실제 지연값 미확보,보조,확보,s_mon_cygnus:타락한 여제의 정원:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0106_시그너스/preview.png,4142a3d025998da1ab86c532f9565df52d55a10abde8282868e88be68d2fc67a,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_106.png
107,마노,890da64fbb374f018a722d9ed040098d,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,icon,high,small,대표색 #884C23; dark 34%/mid 39%/bright 27%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_mano:마노의 무지개 파동:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0107_마노/preview.png,4d341f5fcea09fdf1b3c76fa6945b9e68a15e887f238dbd470fbd84ea62151ae,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_107.png
108,상급기사B,89e2fa1739754ade99ddca6ca3653182,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FED0AD; dark 0%/mid 2%/bright 98%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 12개; 실제 지연값 미확보,보조,확보,s_mon_advanced_knight_b:상급기사의 이프리트 화염:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0108_상급기사B/preview.png,f2c5f0edf54595941b3fb73bc0399fbc505d3b2e0d2ead8235b3e0f20eed993f,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_108.png
109,상급기사B,8a8c83af487246b89a8f4e4ff92edd66,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFE6DC; dark 0%/mid 2%/bright 98%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 7개; 실제 지연값 미확보,보조,확보,s_mon_advanced_knight_b:상급기사의 이프리트 화염:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0109_상급기사B/preview.png,e3135cca2c51bfb82558364111c8d50b1aa0af9802e44e5e86801795f662f13a,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_109.png
110,animationclip-663687,8b26a0cdb63d455e82d1ca0fddf5e139,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,layered VFX,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 10개; 실제 지연값 미확보,보조,확보,s_hero_02:브랜디쉬:effect_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0110_animationclip-663687/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_110.png
111,태륜,8e38989c6f3d4f87876d37e431ee11c1,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #E0FEF9; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 8개; 실제 지연값 미확보,보조,확보,s_mon_tae_roon:태륜의 쌍권풍:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0111_태륜/preview.png,7c174bc47cbd7e3e2d8a090acc3b6ae108a194c2e0709e35ecd9616b9b19b04e,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_111.png
112,animationclip-663973,9051254fb84a4a898f3d99a213a896ec,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FEFEFE; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 8개; 실제 지연값 미확보,보조,확보,s_mon_faust:저주의 인형:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0112_animationclip-663973/preview.png,15b66a266b3ac63650aaad5ff5b17b8869c871e8e6a64cdf6bb3488c2d74de35,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_112.png
113,제노,908710847a0249c98cf8e935dfb1ddd8,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFEF2; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,s_mon_zeno:제노의 중력장:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0113_제노/preview.png,fdb7a59bc2bcc19d0d6614cddc173f40921c17b8011620b54be64d71f0ff1c5c,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_113.png
114,롬바드,91c5d5dd661e4e079271b4446f7eb262,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #99F1FF; dark 0%/mid 1%/bright 99%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 2개; 실제 지연값 미확보,보조,확보,s_mon_drumming_bunny:태엽 북진동:layer_ruids; s_mon_rombot:에오스 중력파:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0114_롬바드/preview.png,958610173a628b2883d0219a7cfa744851467444da15bd91918199c170b5f542,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_114.png
115,animationclip-664261,9520049ad5844acb847351928c162169,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 40개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: HEXA 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0115_animationclip-664261/preview.png,f22868b3589c241b099186d1419b9b1fc183ffd207b8d3ecb55e0a8c23e8e577,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_115.png
116,데우,98cd61bf1b2c4ff496455ad956cd95d5,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,impact/explosion,high,medium,대표색 #FAFAF6; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 11개; 실제 지연값 미확보,보조,확보,s_mon_deo:잠든 선인장의 폭발:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0116_데우/preview.png,099f8479c73692548a4f487dbdebc869c232a073d5fb23e499bb71dbc51044e4,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_116.png
117,animationclip-664520,997628810df4448f9e534bc426d6794a,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,dash,high,medium,대표색 #FBFAF9; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 6개; 실제 지연값 미확보,보조,확보,s_mon_axe_stump:도끼 휘두르기:layer_ruids; s_mon_red_snail:붉은 껍질 돌진:layer_ruids; s_mon_skeleton_commander:뼈 무덤:layer_ruids; s_mon_snail:몸통 박치기:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0117_animationclip-664520/preview.png,86e2b927b52abd5f357ec85a8a44dd70e40b9a80547bb2c3fef4544fd1c3186b,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_117.png
118,데우,9af96df994cf4794882fec71c027da2b,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,impact/explosion,high,medium,대표색 #B1A27D; dark 6%/mid 15%/bright 79%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 12개; 실제 지연값 미확보,보조,확보,s_mon_deo:잠든 선인장의 폭발:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0118_데우/preview.png,29a477ff9b7645708e6e4d567a4678cab544cde35fe69adc12901f1b2a2af25e,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_118.png
119,animationclip-1039919,9c927f6388e74628b1050dfc8490246c,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,impact/explosion,high,medium,대표색 #FFF2EE; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 8개; 실제 지연값 미확보,보조,확보,s_mon_mushmom:머쉬맘의 포자 충격:layer_ruids; s_mon_mushroom:포자 살포:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0119_animationclip-1039919/preview.png,fe9fcaf5b7b4e6e027b6c3064dd95894f0803c6da01448b60fef019bce9246ae,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_119.png
120,원공,9ca14ee512b1489cbb54b2b9833388cd,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #EB9A96; dark 9%/mid 26%/bright 65%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 4개; 실제 지연값 미확보,보조,확보,s_mon_peach_monkey:천도 투척:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0120_원공/preview.png,375f01fdb702323cb37e864e4f0607459f0038b29a7f8f27135267435fe1a50c,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_120.png
121,변형된 아이언호그,9d71fbaf9b154c51bbdb481eaa2fc52f,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,dash,high,medium,대표색 #F8EAFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 7개; 실제 지연값 미확보,보조,확보,s_mon_mutant_iron_hog:황야의 철갑 돌진:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0121_변형된_아이언호그/preview.png,3b3fa6410bd4adc4152e6e7dd1b9d5885d76fdbc3ed6725a4e482795777051fb,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_121.png
122,animationclip-664798,9defa2b61ad94ae3bc50d707979770e6,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 42개; 실제 지연값 미확보,보조,확보,s_mon_fairy:요정의 마법가루:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0122_animationclip-664798/preview.png,6f7a784fc1ca7ddb100dd74635c6e9c79bedf7007b44c88a4a040d2ded80cfed,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_122.png
123,설귀도 화이트팽,9fae493a549a4396a2f1378c39f7386f,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FFFCF7; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,s_mon_white_fang:화이트팽의 빙설 송곳니:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0123_설귀도_화이트팽/preview.png,c91e6e533b56bfb06e26cc784e252c0d62062c8d8f48e728245acfbd17f97c95,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_123.png
124,sprite-8925662,a04302b1969248d2a7de250f3cb654b5,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,icon,high,small,대표색 #C063F8; dark 12%/mid 48%/bright 40%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 1개; 실제 지연값 미확보,높음,확보,s_mon_blue_pig:푸른 리본 매듭:icon_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0124_sprite-8925662/preview.png,c3c539507144873d939954c73c76d65351c99567ead3589386cbe40866f5c9b6,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_124.png
125,변형된 아이언호그,a29334463fbf4a7bbc8e4cb7325229b7,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,dash,high,medium,대표색 #F3D9FC; dark 0%/mid 5%/bright 95%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 6개; 실제 지연값 미확보,보조,확보,s_mon_mutant_iron_hog:황야의 철갑 돌진:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0125_변형된_아이언호그/preview.png,3935ef2a90643c65e0a5e0b13933a9d95eac7600e772716a90bbb90ca2e80755,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_125.png
126,킹 블록퍼스,a2da67e687994755a8943c2bcf871902,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #FFF6B7; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 3개; 실제 지연값 미확보,보조,확보,s_mon_king_bloctopus:왕관 블록탄:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0126_킹_블록퍼스/preview.png,59b6f21ab70dbfc1d54dfa34352c178656cfd5e5fa83572ca3d8c37f4d050db0,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_126.png
127,animationclip-1042336,a610b14bbc55477cbc78777a5a2e7ed1,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,wave/area,high,medium,대표색 #F9F2F0; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 8개; 실제 지연값 미확보,보조,확보,s_mon_drake:동굴 용염:layer_ruids; s_mon_fire_boar:화염 돌풍:layer_ruids; s_mon_jr_balrog:발록의 화염 파동:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0127_animationclip-1042336/preview.png,0a8b713c459589a1a48179a5bdeb5e1b5b649c8de1eee7b66445479f24ccac58,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_127.png
128,animationclip-665317,a6696166fce347e7b6394508f83dd687,MSW 공식 리소스 검색 API thumbnail,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,LOW,RECENT_SECONDARY,mixed/unknown,high,medium,대표색 #FFFFFF; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 16개; 실제 지연값 미확보,보조,확보,-:공식 검색 후보: 6차 오리진 스킬:supplementary_search,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0128_animationclip-665317/preview.png,1364096aa802fd7eaeb5b78b0bdce67a454680b837c66068774e7933ee8709e7,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_128.png
129,샤크,a6ab8a49e4174a29bd45a835ed6d3460,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #C3F0FF; dark 0%/mid 2%/bright 98%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 2개; 실제 지연값 미확보,보조,확보,s_mon_shark:포식자의 수류탄:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0129_샤크/preview.png,a3d4733a75ae947a63dc64a464e4a2b6c6c4d72e9b8c63490a54153468666fcf,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_129.png
130,animationclip-665381,a77ea54c400e4b56a44ed05091a0ae53,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FDFCFD; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 24개; 실제 지연값 미확보,보조,확보,s_mon_dark_axe_stump:어둠의 뿌리:layer_ruids; s_mon_dark_stump:단단한 밑동:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0130_animationclip-665381/preview.png,305f6c338b65b12c556e09669f166d039d810f98041cc925b80fc485cc0d8697,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_130.png
131,[★] 망각의 수호대장,aa3d9ed3c4a3435298afcb494ac7fcac,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,layered VFX,high,medium,대표색 #FEFEFD; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 6개; 실제 지연값 미확보,보조,확보,s_mon_chief_memory_guardian:시간 수호진:layer_ruids,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0131_[★]_망각의_수호대장/preview.png,19a112ac58de149eb9ec20ba534b448c2abebbb82c08cdd1412135a2d5b00cc2,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_131.png
132,키메라,ab113d9a5ca5402d85ecc2ab7a4f51a1,MSW 공식 리소스 검색 API thumbnail,리소스 API에 출시 시기 메타데이터 없음,NONE,UNKNOWN,projectile,high,medium,대표색 #DFD8D9; dark 4%/mid 4%/bright 92%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 5개; 실제 지연값 미확보,보조,확보,s_mon_chimera:융합체의 산성 포격:projectile_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0132_키메라/preview.png,7cc0dd598d6228352f31b48cd3c83fc119cc15c77956c13745e003b765b8269d,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_132.png
133,animationclip-1043000,af4e6abe766e4970a0e90aca58c6cc1c,MSW 공식 리소스 검색 API thumbnail,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,MEDIUM,LEGACY_REFERENCE,layered VFX,high,medium,대표색 #FFFAF0; dark 0%/mid 0%/bright 100%,개별 프리뷰에서 확인; 기능 복제 금지,개별 프리뷰에서 확인; 미표현일 수 있음,개별 프리뷰에서 확인; 미표현일 수 있음,메타데이터 프레임 12개; 실제 지연값 미확보,보조,확보,s_hero_def:아이언 바디:effect_ruid,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0133_animationclip-1043000/preview.png,ddee3e602ae99150bab8dce3f4c45833737a4a2680aa951654cbe1c66b97f52b,D:\maplestory_levup\docs\art\output_audit\runs\20260912_192803_area00_intent_quality_review\sources\ref_133.png
