index,name,RUID,original_priority,chronology,view_scope,usable_kind,use_limitation,zip_member,sha256
172,animationclip-669396,eaa71284041b4c8390c32ade11286e16,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0172_animationclip-669396/preview.png,56962a2b6a8b6d7db1c5789d4d48e57461bcce78accac94c03775e013898113f
173,키메라,ec7b571a85244965b296d26e6511e06d,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,BODY_SCREENED,본체 이미지가 중심. 몬스터 정체성 보조 외 VFX 마감 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0173_키메라/preview.png,6ce2e0f0006c60da9d9481599b58b66e081f2f264c39d42b0baf5d0d5512c471
174,도도,ee1dc1a6f4e6452b860a43ce291c62a3,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0174_도도/preview.png,44fd566158d69d917d394156de78f6a055b9952bbc832725dedacd02fa542be9
175,animationclip-669873,f2193098cb774d9e820a5831e486a6a8,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0175_animationclip-669873/preview.png,8d5492532a60ffdedb31a1bc6e1839ef6a1a747ddab368067bd7909c834ae9f2
176,animationclip-1040508,f4b476d028ea4c95b7bb26247954cdcf,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0176_animationclip-1040508/preview.png,72edeef3f9db303b81ff2e20a26e80edcaa2139df981caab280abe66ddb75728
177,sprite-8935626,f527f0a168f34f31bd8b17e1059f3769,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0177_sprite-8935626/preview.png,44d31cf9ec857234e60ebaee2ec462a6b1e27c0719f8a84b275288626e86b900
178,설산의 마녀,f55dd57a708e43238b64715c02bb06cc,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,NATIVE_1_TO_1,VFX_STATIC,푸른 회오리의 흰 리본과 반투명 겹. 흐름의 정지 표현 참고; 전체 애니메이션 미확보.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0178_설산의_마녀/preview.png,a2b856b731abedac0f1cc4a28060e5627240e3eeacb1d5324fc2a2b98d2cab19
179,sprite-8935754,f62b353e3f704eb097e427b7fc97980e,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0179_sprite-8935754/preview.png,0541e195aabe9a995a93cfda6d6b28d24ec4206d0cae66fe575c64fcc52fe2f0
180,animationclip-670288,f8a5f012719d401c9281b0a81617aafb,RECENT_SECONDARY,6차/HEXA 의미 검색 후보; 정확한 스킬명·출시일 미확인,NATIVE_1_TO_1,MIXED_VFX_OBJECT,검은 몸체성 대상+청록 검광/수평 잔상. 순수 VFX 기준에서 제외하고 혼합 자료 사례로만 확인.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0180_animationclip-670288/preview.png,5742bb987ac1c46693f69945340aa750206066ebe1851cc87d7e691de80dfe9c
181,화염 돌풍,f960bb921fb44bea91c95ea6b95f1d85,LEGACY_REFERENCE,프로젝트 T20/T32/T37 직접 제작 아이콘 기록,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0181_화염_돌풍/preview.png,b9416404103191436f7927f870ec2b8dff58226bad0d1028ebd522a6db62d909
182,장난감 목마,fc4857ea48be477c9546c775e0f31d49,UNKNOWN,리소스 API에 출시 시기 메타데이터 없음,INVENTORY_ONLY,BODY_SCREENED,본체 이미지가 중심. 몬스터 정체성 보조 외 VFX 마감 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0182_장난감_목마/preview.png,a98b7f3baed07be0206966fda33a6309d97c75fde0dbe2c87b9a911837306a92
183,sprite-8936578,fd051469cf104e0bb1597e6930619354,LEGACY_REFERENCE,프로젝트 T16-3a의 모험가 계보 자료; 자산 자체 개정일 미확인,INVENTORY_ONLY,CONTACT_SHEET_SCREENED_ONLY,183개 인벤토리 축소 보드에서 내용 선별만 수행. 정밀 마감/알파/동작 판단 근거로 사용하지 않음.,AREA_00_IMAGES_INPUT/global_skill_style_library/skills/0183_sprite-8936578/preview.png,81ce9ccafabd1742004d09ac38c31606dd90e9f4d9742b8017b71bcdcbfa49f9
